Stock_Exchange_Code,back_door_listing,Share_holding ratio_sub_shareholders,PE Ratio,PCF,Enterprise_Multiple,PB_ratio,Dynamic_PE_ratio,WACC,Annual_yield,EPS,Net_cash_flow_from_operating_activities_per_share,Gross_operating_Income_per_share,Capital reserves per share,Retained earnings per share,Net cash flow per share,ROE,Net profit margin on sales,ROA,Annualized ROE,Gross profit margin on sales,Selling expense/Gross revenue,Overheads/Gross revenue(%),Financial expenses/Gross revenue(%),Ratio of profits to cost,R&D expenses/Gross revenue(%),Gearing ratio,Equity Multiplier,Current ratio,Cash ratio,Quick ratio,Times interest earned,Long-term debt to working capital ratio,Net debt/equity value(%),Interest-bearing debt/equity value,Inventory turnover days,Inventory turnover,Accounts receivable turnover ratio,Accounts payable turnover ratio,Current asset turnover ratio,Fixed asset turnover ratio,Total asset turnover ratio,Working capital turnover ratio,Non-current capital turnover,Earning per share growth rate(%),Year-on-year growth rate of total revenue(%),Year-on-year growth rate of operating profit(%),Year-on-year growth rate of total profits(%),Year-on-year growth rate of net cash flow from operating activities(%),Year-on-year growth rate of ROE(Diluted),Year-on-year growth rate of net assets(%),Year-on-year growth of total liabilities(%),Year-on-year growth rate of net cash flow(%),Year-on-year growth of total assets(%),Year-on-year growth of net profit(%),Year-on-year growth of total operating cost(%),Net asset per share growth rate,Total asset growth relative to the beginning of the year,Increase/decrease rate(%),Audit opinion
000803.SZ,0,23.51,-448.5695,-100.4361,23.7961,21.9548,-27.8975,11.53,-17.4192,-0.49,0.4294,0.1356,0.1574,-1.2059,-0.7864,-114.711,-451.2042,-6.3174,-152.948,34.0895,22.6079,187.1505,71.2447,-125.0009,4.5666,91.7815,12.1676,0.5862,0.0089,0.4492,-5.9927,0,9.9094,10.8446,2761.9783,0.0978,0.0587,0.0339,0.0274,0.2493,0.0148,-0.058,0.0615,-600,-91.4075,-448.2681,-557.7357,569.1832,-2133.7734,-66.7707,-9.289,-144.2906,-13.1143,-550.886,-69.5266,-73.1582,-22.0728,13.923,5
002095.SZ,0,46.77,209.7454,-32.3282,170.9166,7.909,163.763,15.15,8.1552,0.12,0.4405,1.2108,1.2904,0.9608,0.2878,3.5833,12.0741,1.6453,4.7777,33.539,17.7599,5.6752,-6.6242,14.3925,4.1892,30.1466,1.4316,3.1144,1.8148,3.1051,0,0.0146,-11.3813,0.1155,6.2545,43.1687,8.2677,6.0557,0.2182,4.6047,0.1979,0.3163,2.4186,0,-7.3286,6.5247,6.5167,634.8205,-4.8986,2.5038,15.6712,356.7136,6.0996,4.9855,-7.0993,2.1285,6.5213,13.462,5
600619.SH,0,23.97,25.6679,-351.7727,11.9025,1.8479,19.6059,10.15,-0.5028,0.22,0.2609,10.8109,2.4523,1.3139,-0.6756,4.3654,2.6697,2.2993,5.8206,13.0926,2.6999,3.0551,0.8085,2.8457,3.514,63.4277,2.7343,1.1271,0.135,0.8593,4.4041,0.9229,8.5908,21.0567,75.0412,3.598,2.6244,1.4363,1.0179,2.4706,0.6458,11.5082,2.2782,-4.3478,-2.9305,-7.6915,-8.4947,333.6691,-8.2156,3.9473,-1.3562,-24.9662,0.3837,-10.1144,-2.6007,1.0127,2.3429,-0.9613,5
600811.SH,0,16.39,21.6717,-54.2744,21.8111,0.6946,20.9601,7.7,-12.9468,0.1296,0.9127,2.5205,2.3928,1.4857,-0.0346,2.2798,4.1184,1.9307,3.0398,2.2182,0.9479,3.0151,7.2563,3.7696,0,55.3914,2.2417,1.3097,0.3133,0.7919,1.3802,1.2632,117.2013,160.3313,288.9023,0.9346,5.4695,8.5837,0.3576,10.1509,0.1928,1.2382,0.5753,-37.7522,20.9943,-47.1019,-47.0682,1269.3633,-39.9187,1.9984,-9.7596,-227.6346,-5.0203,-46.9511,23.6603,1.9737,-3.821,-8.1967,5
000620.SZ,1,61.17,6.9284,51.6329,11.8714,1.0291,255.2035,7.83,-22.1976,0.09,0.9069,2.9656,1.0638,2.3167,0.0333,2.1654,2.8292,1.5216,2.8872,29.1425,6.7956,8.4546,11.8513,2.7217,0,83.862,6.1966,1.2116,0.1863,0.3213,1.2617,3.2231,246.5152,335.6781,1678.3411,0.1609,13.6419,0.4774,0.1666,0.7551,0.1018,0.9714,0.5664,-43.75,-8.8048,-48.7994,-52.7984,-12.9894,-51.4114,9.8121,4.8251,102.037,4.266,-52.7578,-2.4756,-6.2136,6.2421,8.5845,5
600227.SH,0,26.44,44.378,180.7218,10.5644,1.1214,-42.5605,13.24,-20.9196,-0.9885,0.0903,0.8439,1.5263,-0.8197,-0.065,-41.6005,-117.1961,-28.1571,-55.4674,21.8106,10.0929,6.6005,2.6816,-119.0759,3.2052,35.1567,1.5422,1.1753,0.1248,1.0044,-42.6304,0.5964,6.5578,12.8729,62.2872,4.3348,1.6532,3.0927,0.7914,0.4539,0.2463,5.9556,0.5054,-1005.2198,-16.7592,-841.5389,-847.9239,-52.2278,-1446.7234,-34.4511,-19.854,-4419.0445,-29.7446,-983.2884,-3.0578,-34.4733,-26.0296,-9.058,5
600064.SH,0,34.74,7.7498,4.8596,8.9737,1.3922,3.594,11.84,12.7128,1.185,1.021,0.9961,0.0995,7.291,-0.1489,14.1036,121.8626,6.1399,18.8048,41.9758,9.5026,8.6641,9.9193,127.5976,0.7721,59.7565,2.4849,1.0804,0.1633,0.4617,14.1488,1.0718,-10.9029,13.7171,3685.0843,0.0733,1.4163,0.2554,0.0767,3.371,0.0437,4.0713,0.238,83.7209,-52.6888,53.9007,54.0351,325.3987,64.5317,11.6979,21.2186,66.3957,16.995,67.0885,-41.4107,22.5698,16.7393,26.5819,5
600547.SH,0,38.52,75.7232,97.2356,16.6968,3.1336,46.3077,7.3,-5.4732,0.31,1.1897,20.9518,2.2289,3.7246,0.3305,4.3202,1.6207,4.0982,5.7602,6.433,0.227,2.2911,1.0083,1.6588,0.3845,58.7119,2.422,0.6335,0.1457,0.5012,3.2298,0,17.7525,23.1756,15.2702,17.6814,144.0484,23.6457,5.5542,3.2798,1.2584,-7.4722,1.4539,-3.125,37.8776,21.5016,20.8119,186.4921,9.4396,5.2223,31.7991,-74.5705,21.4795,18.4037,39.0711,-32.8462,8.108,51.2865,5
600879.SH,0,21.57,38.3538,-92.8474,22.4821,1.4311,49.2804,10.16,-9.6636,0.129,-0.4238,3.4132,1.7571,1.6532,-0.2734,2.9077,4.0666,2.1723,3.877,18.332,2.0529,6.7512,1.7707,4.3937,2.9533,55.3161,2.2379,1.4752,0.0614,0.8328,3.6115,0.0449,24.6114,33.5557,322.1283,0.8382,1.064,1.1176,0.4313,2.3891,0.3397,1.2963,2.3388,2.381,2.1958,1.8869,0.5173,28.2204,-1.6992,4.1894,22.7531,-95.3905,14.2182,1.4968,2.2605,3.1815,11.3617,10.536,5
002425.SZ,0,28.2,15.6031,-47.0578,13.2796,1.3421,11.2368,11.77,-9.1404,0.25,0.1654,0.7418,2.6346,1.2266,-0.0341,5.0837,33.6933,5.0376,6.7783,72.3155,4.9453,10.9697,5.2275,68.2503,11.9525,18.283,1.2237,1.7882,0.1258,1.6886,7.8005,0.6557,11.038,12.783,109.2764,2.4708,1.0765,1.1349,0.6189,68.9926,0.1235,1.4991,0.2026,8.6957,38.2182,-1.0567,-0.5449,154.5803,2.7865,6.2383,5.0469,85.122,6.0185,9.2601,18.1924,4.0112,4.0975,-5.0119,5
300157.SZ,0,10.67,117.9253,-11.2795,21.186,1.0435,170.9335,15.8,-22.6956,-0.08,-0.2938,1.0314,3.8474,0.0622,-0.0369,-1.5721,-4.8715,-0.0834,-2.0962,24.0128,3.0895,15.1182,3.2818,-4.9475,4.3244,26.9656,1.3692,1.5688,0.2797,1.3973,-0.1953,0.2588,16.8084,31.9933,91.2482,2.959,0.6088,1.8549,0.3566,1.4814,0.1302,1.3514,0.3373,-300,-32.1292,-308.8391,-203.5838,-265.4169,-259.927,5.9172,-20.1175,93.7263,1.956,-217.8503,-28.5612,8.5947,3.8337,-1.9277,5
000953.SZ,0,29.59,-4.7149,-209.5822,-6.0459,-4.7322,-18.0445,10.67,-38.5968,-0.1714,-0.0249,0.4189,0.4236,-2.5822,-0.0112,0,-40.9203,-8.5459,0,0.9833,0.9468,26.1655,15.0273,-28.9843,0,183.1937,0,0.0747,0.0027,0.0527,-1.7218,0,0.198,0.4281,36.8761,7.3218,24.2573,6.6885,2.4117,0.3827,0.3303,-0.2075,0.4776,48.3579,-43.0896,48.4378,48.2609,83.4943,0,-302.339,6.0867,98.1663,-34.2129,48.3552,-44.3577,-19.4427,-7.3697,11.5681,4
600197.SH,0,41.43,16.5052,11.7029,9.3355,3.0318,12.6147,14.03,12.2028,0.6857,0.6187,3.4254,0.4837,3.6539,0.9941,11.6556,20.1331,12.7614,15.5408,50.2359,6.2571,1.9174,0.2279,27.9722,0.8255,32.307,1.4773,4.727,3.0431,3.5219,137.4947,0.3362,-29.2318,0.0327,269.6716,1.0012,7.1459,4.0114,0.5705,4.0516,0.4073,0.7661,2.0279,4.3842,0.8348,3.2913,2.2986,263.243,-9.0279,14.7481,132.7472,511.4851,36.6857,4.9464,0.1098,2.2746,22.8158,25.2456,5
600702.SH,0,29.88,25.6076,-60.4565,18.222,3.6598,22.8922,14.99,18.2508,0.9075,0.7789,5.4653,2.613,4.9148,0.877,11.3517,17.7292,8.9138,15.1356,75.5701,23.9816,12.6651,0.5116,23.7006,0.9198,45.0463,1.8197,1.7416,0.5707,0.7492,48.8262,0.0289,-3.1334,8.3057,1430.8371,0.1887,5.7533,1.2749,0.4689,2.9198,0.3569,1.0952,2.112,11.6786,16.006,27.1037,25.27,2.8087,-3.9422,15.4784,32.966,156.3826,22.0932,10.4763,9.7461,12.1045,13.355,31.9976,5
600275.SH,0,20.77,139.9208,-187.0204,144.7984,10.9813,-135.7853,14.53,-29.7708,-0.0323,-0.0199,0.0375,0.2596,-1.0436,-0.0263,-11.4829,-86.2312,-7.206,-15.3105,10.5221,4.9887,67.5369,-1.7685,-53.807,0,38.9234,1.6373,0.7678,0.4223,0.7386,0,0,-2.7232,0.0082,37.4148,7.2164,2.177,2.2539,0.277,1.6388,0.0825,-1.0877,0.2353,-129.078,38.0756,-175.5769,-126.9148,50.63,-137.1282,-3.5548,-7.0876,22.3546,-4.9411,-128.6528,14.7417,-10.8594,-6.6021,-20.6522,4
600310.SH,0,50.03,11.1015,-5.3779,18.1875,2.4308,4.2509,7.99,-12.2508,0.2085,-0.1799,23.5249,0.3316,0.9241,-0.4292,8.8099,1.0894,3.8125,11.7466,3.7881,0.4797,0.6107,1.5594,1.1004,0,84.5607,6.477,0.7602,0.174,0.6533,1.9336,0,98.6695,135.6453,15.1715,17.7965,26.4979,8.3916,3.1439,6.7727,1.2644,-6.0065,2.6968,1697.4138,106.6321,350.7796,310.8154,68.7069,1448.6372,16.2217,10.9075,27.3587,10.984,485.5749,105.7286,8.0663,13.8385,19.6541,5
300359.SZ,0,18.28,-6.2941,40.5134,-7.6014,3.0761,317.0842,14.45,-35.4492,-0.03,-0.0715,0.7045,1.6042,-0.5353,-0.2378,-1.2952,-2.075,0.0477,-1.7269,31.446,5.4294,17.832,2.6178,-2.1873,5.0766,27.8895,1.3868,1.7398,0.5346,1.6937,0.0847,0.2285,-0.1497,7.3721,19.3151,13.9787,1.0276,3.8481,0.4936,11.2055,0.2151,1.1619,0.8449,-400,-3.4954,-267.7945,-159.7311,-232.6444,-540.8735,-33.7049,-1.1466,-7.355,-26.4352,-162.9596,-0.4359,-1.2141,-7.2401,-2.735,5
000503.SZ,0,26.22,-104.3584,-228.0567,-112.7623,15.388,-93.7845,17.32,9.0396,-0.1627,-0.1578,0.0597,0.0014,0.2926,-0.2306,-12.8621,-274.828,-13.2444,-17.1495,-105.7515,20.0997,147.0198,-29.398,-79.8593,6.8475,4.1543,1.0433,14.0924,10.0316,14.0916,0,0,-2.8987,0.0105,0.1342,2012.3143,4.4429,66.0224,0.0757,1.7002,0.0449,0.0819,0.2856,-29.127,15.0943,-27.2844,-27.2303,-922.4142,-58.9452,-18.7723,33.9032,-476.8488,-16.2607,-27.294,4.2948,-12.5591,-13.2945,7.8086,5
600246.SH,0,35.66,27.5059,-9.2986,11.572,1.1463,-109.3359,9.96,-4.7472,0.1168,-0.3125,0.3461,1.7162,0.7374,0.21,3.2972,37.2479,3.2734,4.3962,53.7115,7.7692,14.0195,15.2367,33.2737,0,39.1361,1.643,2.8531,0.8939,1.2172,3.9189,0.5154,10.4017,31.2484,3495.3935,0.0772,29.925,0.4251,0.0976,4.6017,0.0548,0.1567,0.1987,-29.2978,-74.6048,-43.607,-43.706,-333.3816,-30.3803,1.5283,-21.2819,394.6551,-9.571,-39.1316,-67.7454,2.0179,-1.0828,59.5848,5
600107.SH,0,20.39,235.9669,67.1646,54.4668,4.4175,-168.0182,16.96,-5.7384,0.115,-0.0097,0.8847,0.4966,0.1263,-0.3314,7.0516,12.9008,4.6234,9.4021,36.0053,26.1894,9.9089,2.3062,12.4382,0,39.2096,1.645,1.6521,0.1807,0.9909,7.5405,0.1677,4.9628,9.4861,543.8999,0.4964,5.4568,9.5606,0.4289,2.3754,0.2659,1.5195,0.9651,1145.4545,2.8645,1034.9644,1047.7391,-113.0228,1071.8503,10.3865,-44.4699,-29.427,-20.5608,820.3722,0.8626,7.8933,-20.204,20.1058,5
603369.SH,0,44.72,25.6072,-238.5035,20.2052,5.3908,12.8062,14.14,47.4816,1.0313,0.4388,3.2807,0.5719,3.6034,-0.1111,19.7996,31.4692,19.6555,26.3995,72.4703,14.0189,3.1719,-0.6154,51.5938,0.2134,19.6146,1.244,4.2406,1.0358,3.1107,0,0.0033,-3.2145,0.061,461.9208,0.5845,51.5972,4.9317,0.6153,4.6422,0.4763,0.892,1.6417,25.7376,30.1279,27.6979,25.9717,-30.3757,7.6722,16.7823,-2.6116,27.8385,12.3198,25.7479,32.1999,14.4362,1.2357,128.6573,5
000835.SZ,0,21,-3.4488,-23.8292,-4.8055,44.5605,-55.4992,13.56,-28.032,-0.12,-0.0442,0.1641,0.2913,-1.3487,-0.0474,-517.1441,-72.9266,-0.0162,-689.5255,18.6361,7.5094,51.3413,72.6742,-33.0936,5.794,102.3357,0,0.3228,0.006,0.2857,-0.0035,0,29.5594,29.9746,80.938,3.3359,1.9221,1.5889,0.4292,0.3491,0.0642,-0.1384,0.0738,-100,-30.399,-294.6827,-243.3481,-32.3571,0,-104.0862,-12.964,92.947,-42.325,-103.0066,-12.0958,-155.3638,-3.2975,15.3846,4
600203.SH,0,20.65,126.1685,-75.2006,32.4617,1.4212,53.2929,9.31,-6.126,0.073,0.552,18.6535,3.5319,-0.0271,0.6411,1.6146,0.5212,1.3004,2.1528,6.5515,1.7298,1.6682,0.3036,0.5354,3.1421,73.1041,3.718,1.1402,0.2645,0.9132,3.9346,0.2119,4.4107,37.3252,48.0649,5.6174,3.0308,2.1372,1.3596,13.4136,1.0885,11.5916,6.5962,68.5912,16.1477,141.3299,80.4631,143.8139,64.4104,2.7961,12.5594,324.3568,9.5956,112.7865,16.0444,1.724,4.8903,47.1264,5
000713.SZ,0,29.24,44.0737,73.3948,24.9441,2.0779,22.3799,7.36,-6.5484,0.0141,0.0463,3.8415,1.4291,1.0885,-0.0734,0.3822,0.5596,1.1202,0.5097,13.7679,6.2487,4.4724,0.2914,0.5733,1.0313,38.0153,1.6133,1.7162,0.1389,0.9354,5.9183,0.0825,2.5785,6.3637,141.4617,1.9086,6.2391,6.5777,1.0805,3.4465,0.6495,2.4571,2.353,120,48.0832,525.7235,441.4064,126.6179,123.8526,19.6781,9.5652,-254.881,15.5736,147.7998,45.1254,-23.2458,7.2245,140.5098,5
002411.SZ,1,34.07,88.9373,-30.2403,36.0654,3.2693,49.3024,5.01,-6.4464,0.3175,0.2556,4.2719,3.2968,1.7904,-0.3929,5.0404,7.8453,4.3364,6.7205,22.7182,4.92,3.2797,4.6002,8.6599,1.2136,53.597,2.155,0.8769,0.0823,0.8011,3.099,0,14.5931,20.4224,36.8115,7.3347,1.6554,1.9271,0.9307,3.0603,0.3042,-2.7797,0.6461,-19.2933,14.7751,-22.7546,-12.653,38.1146,-23.5798,5.6185,23.9272,55.4576,15.6754,-16.5305,19.5479,6.8847,8.8081,-25.8539,5
600647.SH,0,40.68,-71.0209,-64.3341,-46.499,7.6061,16.1535,13.2,-22.4232,0.1456,-0.0797,0.1108,0.0053,0.8525,0.2222,7.261,130.7416,3.9261,9.6813,8.8764,2.3472,66.14,-7.4148,84.9214,0,35.1181,1.5413,2.6128,1.2147,2.2332,0,0,-8.5718,0.0111,1251.2455,0.2158,21.999,13.4058,0.035,0.8802,0.0321,0.0581,0.3914,161.3053,-11.6335,167.8824,168.284,-142.1327,161.9506,-1.0079,-2.4352,237.4942,-2.6054,165.2736,15.1237,7.5538,2.9667,14.899,5
600538.SH,0,28.46,-117.3067,15.6672,-194.7432,3.7148,383.7863,7.92,-21.8496,-0.013,-0.0176,0.3941,1.2638,-0.9773,0.3431,-0.9666,-3.3507,-1.3804,-1.2888,16.5671,11.1803,10.9775,-2.6285,-3.2216,0.0283,13.8926,1.1613,4.9363,2.7387,4.5953,0,0,-12.2615,0.0253,68.5486,3.9388,1.0722,2.4125,0.355,1.3702,0.2446,0.4557,0.9608,-8.3333,12.5727,-14.0787,-0.4609,57.4945,-9.5291,-3.3595,-5.8624,398.457,-6.2749,-2.3311,10.6102,-0.9619,-3.9397,17.6744,5
000584.SZ,0,18.6,43.9421,-11.3145,21.3601,2.7481,82.5113,10.93,-2.5488,0.0822,-0.2124,2.0138,1.1009,0.6063,-0.3979,2.9321,4.0529,1.92,3.9095,21.7414,3.7192,9.1461,2.1532,4.2833,3.5911,61.1096,2.5713,1.0392,0.1628,0.5688,3.3235,3.6747,-2.8662,8.7352,309.5405,0.8723,2.1569,1.2809,0.4883,11.3264,0.2683,11.254,0.8298,-49.9391,-32.3621,-76.8459,-47.1839,-194.6208,-51.6087,3.4831,35.4711,-579.3485,22.2553,-47.4827,-28.8027,2.2915,4.8357,0.1106,5
300314.SZ,0,24.69,113.142,-154.7021,43.4474,3.3715,68.4527,14.94,-24.1236,0.1401,0.0236,0.8217,0.6095,1.014,0.0691,5.0435,17.049,4.9657,6.7246,51.4023,13.8663,10.1103,-1.1704,23.4545,10.8472,10.3758,1.1158,6.815,1.8414,5.8113,0,0.0057,-5.1403,0,199.4551,1.3537,14.0359,2.0942,0.3923,1.0768,0.2649,0.4613,1.2224,7.6037,20.988,0.027,2.7169,269.8282,6.8028,0.7151,33.3063,139.4211,3.3364,7.5665,21.3422,1.8196,1.663,13.2036,5
000559.SZ,0,56.51,25.8595,-80.2563,15.7275,3.4588,20.3167,12.3,-12.3348,0.151,0.3526,2.7799,0.0881,0.5782,-0.0022,8.0773,5.527,4.4206,10.7697,16.5743,3.0419,3.7906,0.7014,6.0459,4.4477,53.8733,2.1679,1.373,0.364,0.9551,9.7121,0.8664,-1.4218,9.5038,84.4945,3.1955,2.881,1.9149,1.1273,2.5183,0.6489,4.0442,2.1482,-28.436,-10.7842,-30.0327,-29.6484,739.9789,-28.4639,0.1943,-6.9957,98.474,-3.8174,-29.5572,-8.8793,-2.5884,-4.2192,8.181,5
002338.SZ,0,42.65,76.4697,-81.6553,43.9089,3.8315,82.4327,12.47,-12.882,0.12,0.0764,1.1093,1.0521,1.1555,0.0354,3.5022,11.5223,3.3478,4.6695,39.3275,4.4972,14.6917,-0.0291,14.1757,10.199,11.8868,1.1349,9.7297,1.1221,6.3492,0,0.0715,-1.1151,0.1757,421.5561,0.6405,0.9861,5.5647,0.3748,1.4666,0.2641,0.413,1.3232,0,5.3438,-7.7867,-8.4523,156.261,-3.8041,3.2647,18.4238,116.0393,4.517,-7.0529,5.5601,1.772,3.9994,19.1682,5
600814.SH,0,56.82,26.2828,2.4198,3.2778,1.7083,15.0246,13.55,-20.478,0.2,0.5707,6.3169,0.02,2.2558,-0.1382,5.8182,5.7589,5.8924,7.7576,20.9651,5.7895,5.9655,-0.7949,6.3118,0,37.8993,1.6103,1.6886,1.3901,1.6666,0,0.0138,-73.1822,0,3.3549,80.4784,113.1269,5.3408,1.3429,5.3476,0.8314,3.4631,3.1102,11.1111,7.3948,8.8424,4.8139,161.8763,3.5987,3.6781,12.7535,63.0934,5.6424,3.7248,6.5969,3.9826,-0.3278,1.4598,5
002166.SZ,0,18.74,64.1107,182.1085,42.9277,4.5677,79.6156,14.65,1.038,0.15,-0.138,0.6911,1.0688,0.9051,0.6088,5.3076,19.3609,4.0394,7.0768,34.4255,6.0152,10.315,1.3653,23.1782,2.0014,32.916,1.4907,2.326,0.5372,0.7723,17.8608,0.1665,8.4507,9.4539,1146.4949,0.2355,3.9758,0.6659,0.2677,0.6939,0.1656,0.5827,0.8278,-16.6667,-14.2341,-0.8804,3.4048,-950.343,-37.7213,56.9862,-33.699,4657.3635,8.2433,-2.3748,-12.5572,20.9279,22.2682,54.6779,5
600560.SH,0,42.95,90.0855,71.7915,61.7445,2.6436,88.7174,13.52,-11.6148,0.11,0.014,2.0983,0.9243,1.2804,0.0101,3.2917,5.5211,1.8114,4.3889,22.6222,3.4448,5.8024,-0.0459,6.3247,6.7583,50.249,2.01,1.7062,0.0751,1.0269,0,0.0339,-3.2996,0,419.2187,0.6441,1.0542,1.5979,0.3395,4.7439,0.2858,0.8416,2.4879,37.5,6.806,34.4347,52.7732,-92.7094,42.0823,2.9876,-5.2948,-87.3512,-1.3478,41.0653,8.9335,2.4758,-2.2024,8.0221,5
002277.SZ,0,32.02,14.3731,-9.2841,10.0012,0.7537,7.635,9.55,-22.6176,0.2311,-0.1604,3.1735,0.777,2.7269,0.0377,4.7569,5.1729,2.9761,6.3425,20.9254,7.1071,8.4247,3.149,5.2183,0,52.3051,2.0967,1.2202,0.278,0.5166,3.3343,4.8725,66.4223,86.2947,215.6829,1.2518,40.5045,3.8636,0.9374,1.3393,0.2834,5.5008,0.569,-33.9903,-16.7833,-46.9884,-47.9108,-1974.9558,-50.2664,31.3741,20.2854,116.1177,21.8775,-51.2452,-12.0846,3.3379,3.8404,6.2605,5
000927.SZ,0,47.73,119.1979,10.7048,17.6997,78.2704,-9.1775,13.71,-1.4304,-0.4392,-0.2231,0.2214,0.8399,-2.5651,-0.5658,0,-198.2962,-18.3084,0,-61.214,18.3434,126.9488,9.7796,-61.7956,0.0789,120.6839,0,0.3892,0.161,0.3675,-19.3924,0,0.3129,21.8336,78.5316,3.4381,16.1525,0.7511,0.1794,0.2809,0.0965,-0.2209,0.2951,30.1416,-62.5168,30.3608,30.111,61.6685,0,35.7665,-38.2625,-59.0017,-38.5966,30.1786,-42.7848,-750.0859,-37.8938,64.127,4
002219.SZ,0,42.49,-4.3454,-31.6131,-12.8448,2.3117,58.247,10.08,-29.3568,-0.0909,0.2288,1.4686,0.5802,-0.2601,-0.085,-6.4445,-5.3174,1.7951,-8.5927,26.5995,5.2067,13.9107,9.6856,-5.1872,0.0389,68.4925,3.1738,0.6902,0.0559,0.5956,0.5816,0,42.674,46.4669,39.6481,6.8099,1.883,2.9857,1.258,1.3906,0.3187,-3.4421,0.7203,56.1505,-1.1574,66.7884,70.3022,61.4504,34.6698,-32.9096,0.2513,34.7842,-13.404,57.433,4.5317,-5.9867,-3.736,-30.5233,4
600653.SH,0,12.8,9.6445,-25.433,8.4632,2.1569,101.5993,9.69,-12.1272,-0.0124,-0.3037,2.7487,0.1788,-0.0871,0.2966,-1.1273,0.3438,1.8953,-1.503,7.5084,2.1545,3.7798,2.1973,0.3405,0.0002,67.4752,3.0746,1.1594,0.2788,0.7948,1.3304,1.6458,52.4115,70.6576,90.2733,2.9909,8.5878,7.5298,1.0491,3.602,0.6483,9.0877,2.3567,77.4955,4.7413,92.3079,169.2286,-470.9576,82.0236,25.0107,-21.7027,302.8558,-11.6328,121.9568,-0.9379,-1.0488,-2.3186,7.9365,5
002554.SZ,0,10.8,-9.1814,17.6713,-14.4857,2.4361,12.076,12.19,-21.4404,0.04,0.0949,1.3371,0.4836,0.1499,-0.1439,2.6942,3.4007,2.7871,3.5922,22.9748,4.0361,6.8483,2.4696,3.7407,3.1501,53.732,2.1613,1.5774,0.295,1.4163,3.0725,0.3621,12.4098,32.3121,61.2828,4.4058,1.3286,2.3654,0.5011,2.9049,0.3673,1.2421,2.0121,33.3333,23.5124,50.5189,39.4871,144.963,104.3946,-22.4071,-12.5367,-9.4719,-17.0557,58.0211,20.9064,3.4641,0.2604,12.1771,5
002267.SZ,0,55.36,22.4379,-28.0757,9.9767,1.5586,7.2857,9.78,1.572,0.2149,1.3343,5.863,1.16,2.3961,-0.044,4.1651,3.7415,3.7684,5.5535,8.9212,0.2121,1.121,1.8183,3.9507,0.2315,49.7795,1.9912,0.4023,0.1842,0.3668,3.7642,0,20.2734,37.2848,7.0559,38.266,13.2915,3.6498,3.4267,0.8995,0.5506,-2.2606,0.9542,-31.4732,12.4096,-21.5329,-20.3611,84.2045,-33.559,3.1336,2.5947,-114.4442,2.9474,-30.5196,16.7184,3.9656,2.2724,-1.7657,5
000722.SZ,0,44.99,31.8837,-12.6545,17.2716,1.1928,26.9964,13.63,-11.7984,0.3,0.2714,0.4683,4.5989,0.7073,0.3,4.8152,61.4764,4.9823,6.4202,51.1314,0,12.1639,-4.099,103.9542,0,6.1351,1.0654,21.9139,14.306,20.9075,0,0.0966,-11.2545,3.9679,166.5096,1.6215,7.352,7.2312,0.1717,0.1427,0.0678,0.183,0.1245,76.4706,12.3112,77.416,77.8005,46.5798,70.6364,4.6932,-7.7758,3383.5456,0.8967,98.1638,-2.2411,4.1002,0.3319,12.8956,5
600031.SH,0,30,13.3053,617.9642,12.6403,3.3512,8.0933,11.49,33.4548,1.119,1.1222,6.9733,0.7255,3.1886,-0.2448,24.8159,16.0266,13.8141,33.0878,32.5362,6.9305,2.3762,-0.2405,20.8092,3.4626,50.7601,2.0309,1.5954,0.3291,1.3359,0,0.1186,-2.3679,12.3648,76.5321,3.5279,2.522,2.2264,0.9897,5.137,0.7248,2.7391,3.4456,76.7773,42.8787,78.5005,82.2552,8.1632,34.2505,39.7112,16.4948,-129.4556,26.4504,85.7074,38.3904,26.0997,19.5302,108.4755,5
000517.SZ,0,47.93,8.6055,4.4472,20.1508,2.2394,4.535,11.64,-10.7724,0.2043,-0.2132,0.7927,-0.5358,1.2328,0.9311,12.6932,22.735,2.3175,16.9243,40.4834,8.6308,4.572,2.987,29.2276,0,85.4922,6.8929,1.3423,0.1699,0.2781,9.8314,0.6365,31.3723,70.3961,4222.7053,0.0639,42.0558,0.7241,0.0841,154.7624,0.0789,0.3107,3.0895,59.7342,8.5792,29.4934,30.8947,-149.7221,32.0328,20.927,88.6198,160.1467,75.7883,44.2601,12.8525,15.7947,63.0559,19.4805,5
000552.SZ,0,46.42,12.3516,-44.8182,5.591,0.9086,11.02,12.16,-4.8924,0.1676,0.1978,1.274,0.8058,1.1108,-0.2158,5.1425,13.1733,4.5062,6.8567,26.238,1.3944,5.154,0.4069,15.5986,0.1179,23.1432,1.3011,2.4813,1.0888,2.2484,38.2608,0.1244,-31.6234,4.6832,48.968,5.5138,1.5684,2.9837,0.5916,0.9209,0.2895,1.0816,0.7338,-22.2635,-5.5546,-23.0668,-22.1298,35.4969,-25.3648,4.245,-12.9429,-45.5366,0.4259,-22.1722,-1.3671,3.3901,-2.3038,4.4729,5
